Ciemnoskóry koszykarz z tatuażami na ciele [MASK] piłkę obok niższego od siebie koszykarza .	odbija
Współcześni " artyści " [MASK] bloki mieszkalne farbą w aerozolu .	znaczą
Osobom uprawnionym do zaopatrzenia emerytalnego na podstawie ustawy , przebywającym na stałe za granicą , [MASK] się świadczenia pieniężne do państw , z którymi zostały zawarte umowy międzynarodowe o wzajemnym przekazywaniu pracowniczych świadczeń emerytalno - rentowych .	przekazuje
Z kolei konkordat [MASK] zasadę niezależności Kościoła i państwa równoznaczną z zasadą ich rozdzielności .	sankcjonuje
Od rozpoczęcia eksploatacji concordy British Airways [MASK] ponad 177 mln km , czyli trasę dłuższą niż z Ziemi do Słońca .	przebyły
Ostatnio Grzegorz Turnau [MASK] " Kutno " w takiej aranżacji , jakby na nowo oszlifował diament .	zrobił
- Nie , mamo , ale powiedz , proszę , co z nią zrobiła ś - Joanna [MASK] liczby pojedynczej z nadzieją , że obecność drugiej liszki nie została odkryta .	używała
- Jest gotówka - niechętnie [MASK] z kieszeni szerokich spodni , wymiętych szarawarów grubą kopertę .	wyjmował
Gdy raz i jej przerwano , [MASK] siłę rozmówcy , pozwalając mu się wygadać .	uznawała
Spora część delegatów , reprezentujących zwłaszcza środowiska młodzieżowe , [MASK] alternatywny wobec projektu kierownictwa program .	zaprezentowała
W pozostałych klasach seniorów ( " B " i " C " ) sędziowie główni [MASK] będą opłatę 50 zł i po 40 zł sędziowie liniowi , o ile na tych zawodach zjawi się trójka sędziowska .	pobierać
Na centralnie umieszczonym bolcu [MASK] krążek i dopiero wtedy naklejamy na nim gotową etykietę .	osadzamy
Przewodniczącym , po raz kolejny , [MASK] Zbigniewa Wiktora , wykładowcę akademickiego z Wrocławia .	wybrano
W 1652 r . sejm [MASK] tę zasadę jako ważną i obowiązującą .	przyjął
Oprócz tysięcy traktorów " Ursus " " [MASK] " dwie istotne dla opozycji postacie : Zbigniewa Janasa i Zbigniewa Bujaka .	wyprodukował
W dniu , kiedy matka miała ją odebrać , nie [MASK] ani mężczyzny , ani dziecka .	zastała
Narodowe Stowarzyszenie im . Audubona [MASK] podróżniczy regulamin w formie kodu etycznego , który musi być zaadaptowany przez każdego turoperatora działającego pod jej auspicjami .	sformułowało
Tymczasem do sieni [MASK] głowę Kropa i dzwonił natarczywie .	wsadził
Róża - wzburzona pominięciem przez córkę swojej wizyty , zirytowana brakiem szacunku tutaj , w tym zięciowskim domu , dla empirowego stolika , zmęczona gniewem - [MASK] pieśń i pragnęła zapomnieć , jaki jest dzień , jaka sytuacja .	usłyszała
43 . , Niepowodzenia nie [MASK] mnie łatwo , nie szukam ciągłych pochwał i zachęt ze strony innych ludzi .	zrażają
Przez miesiąc firma [MASK] kilka tysięcy kart , a odmówiła tylko 20 osobom .	wydała
2 . Według tabeli 36 [MASK] się wariant badań ( metody I - IV ) w zależności od warunków , w jakich grunt będzie pracował .	dobiera
Rzecznik australijskiego koncernu Chris Codrington [MASK] przekonanie , że przyczyną zatrucia wód Cisy nie był cyjanek .	wyraził
Trzynastu Polakom prokurator przedstawił zarzuty udziału w organizacji przerzutów nielegalnych migrantów - [MASK] nas kpt . Grzegorz Klejnowski , rzecznik prasowy Śląskiego Oddziału Straży Granicznej w Raciborzu .	informuje
Deficyt handlowy za ubiegły rok [MASK] niedobry rekord : był niemal dwa razy większy niż rok wcześniej .	pobił
W tym roku inkasenci Zakładu Gazowniczego w Białymstoku będą [MASK] rachunki za gaz w blokach co trzy miesiące .	wystawiać
Ponadto zdaniem Głównego Urzędu Statystycznego , średnio [MASK] śmy więcej niż przed rokiem .	zarabiali
Następnie ze skrytki pod łóżkiem w sypialni [MASK] saszetkę , w której było 10.000 dolarów .	skradli
Na ile ono [MASK] twój obraz samego siebie ?	kształtuje
2 . W rejestrach , o których mowa w ust . 1 pkt 3 , [MASK] się w szczególności : imiona i nazwisko , adres , numer PESEL - w stosunku do osób posiadających obywatelstwo polskie , albo numer paszportu lub innego dokumentu potwierdzającego tożsamość - w stosunku do osób nieposiadających obywatelstwa polskiego , a także informację o wykształceniu i tytułach naukowych .	zamieszcza
Jednak , dokonując wyboru , [MASK] pod uwagę nie tyle rozmach przedsięwzięcia czy początkową głębokość zmiany , ile szansę realizacji .	weź
W 18 . min Rząsa [MASK] kolejną akcję lewą stroną , dośrodkował , a Janiak zdobył drugą bramkę .	przeprowadził
Na dobry początek , zupełnie gratis , [MASK] trzech Rosjan szpiegujących w Ameryce .	sypie
Włoski rząd na nadzwyczajnym posiedzeniu [MASK] wczoraj 50 milionów euro dla dotkniętego trzęsieniem ziemi regionu .	przeznaczył
Oddając zużyte elektrolity , które tam będą regenerowane , [MASK] zbiorniki nowymi roztworami .	napełnimy
Kiedy już senat uniwersytetu zgodził się wydelegować Victora do Toskanii , ten [MASK] mi dłuższy spacer .	zaproponował
- Wiele tysięcy osób w Polsce udaje , że zajmuje się sprawowaniem władzy za pieniądze podatników - [MASK] konieczność cięć Donald Tusk .	uzasadnia
Skoro zrobił błąd przepisując słowo " płuc " może również [MASK] błąd przepisując dane statystyczne na początku tekstu ?	zrobił
- Chorwacja znajduje się dziś tutaj - [MASK] końcem długopisu podnóże góry .	wskazuje
Wprost przeciwnie , [MASK] tak potrzebną wentylację tych pomieszczeń , gdyż w zbyt ciepłych gnieżdżą się mrówki faraona , prusaki , karaczany itp .	zapewniają
Na skutek tych wszystkich zabiegów najlepsze wiersze Anatola Sterna [MASK] ruch wyobrażeń , ich płynne następstwo i przenikanie - podobne do kompozycji bezfabularnej taśmy filmowej .	otrzymują
Komitet Centralny Francuskiej Partii Komunistycznej [MASK] potężną falę protestów przeciw odwołaniu prof . Joliot - Curie i wzywa Francuzów i Francuzki do masowego składania podpisów pod apelem sztokholmskim , który się domaga zakazu broni atomowej .	wita
Jako kryterium utworzenia nowych powiatów [MASK] : zdecydowaną przewagę pozytywnych opinii nad negatywnymi na szczeblu lokalnym i regionalnym w sprawie utworzenia nowego powiatu ; fakt , że miasta te były stolicami powiatów przed 1975 r . oraz silne więzi społeczne , kulturowe i geograficzne .	przyjęto
Na seminarium naukowym władze miasta [MASK] dokument pod nazwą " Koncepcja technicznej ochrony Opola przed powodzią " .	przedstawiły
- Czy jednak rząd [MASK] ryzyko , skoro postulat obniżenia tempa wzrostu płac jest źle przyjmowany przez społeczeństwo ?	podejmie
Zgodnie z raportem WHO choroba ta [MASK] więcej ofiar niż malaria i AIDS łącznie .	zabiera
Kolejne miesiące i lata [MASK] pulę realizacji m.in . o film " Teraz na ciebie zagłada " według noweli Jerzego Andrzejewskiego , oparty na chińskich motywach spektakl teatralny " Wdzięczna pani Strumyk " czy " Sen nocy letniej " Williama Szekspira w Łodzi .	wzbogaciły
Po raz kolejny Port Lotniczy Szczecin - Goleniów [MASK] dwucyfrowy przyrost ilości odprawionych pasażerów .	zanotował
Murman nie zawsze [MASK] swego łaza przy przydrożnych kapliczkach - zazwyczaj w podróży za mało było czasu na wspominanie zmarłych .	zatrzymywał
Dwa dni po tragedii Janusz Wolniak , szef regionalnego sekretariatu nauczycielskiej " S " , [MASK] konferencję prasową , na której oświadczono , że atakowi na nauczycielki winne są : liberalizacja naszego życia i wzrastająca rozwiązłość obyczajów .	zwołał
Odrzutowiec z hukiem [MASK] barierę dźwięku , patrzył em , jak rozpruwa niebo .	przekraczał
Tymczasem po miesiącu mieszkania [MASK] jej życie w koszmar .	zmieniła
3 . Nie [MASK] rozmowy , kiedy dziecko ma kaca - jest rozdrażnione , źle się czuje .	zaczynaj
1 . Podmiot świadczący usługi certyfikacyjne , z zastrzeżeniem ust . 5 oraz art . 10 ust . 1 pkt 9 , [MASK] i archiwizuje dokumenty i dane w postaci elektronicznej bezpośrednio związane z wykonywanymi usługami certyfikacyjnymi w sposób zapewniający bezpieczeństwo przechowywanych dokumentów i danych .	przechowuje
Przed kościołem dzieci [MASK] na sobie falbanki , zamiast skupić się na tym , co duchowe .	liczą
Wychowankowie Domu Dziecka na Oruni [MASK] od policjantów prezenty mikołajkowe .	otrzymali
40 proc . z nich biorąc do ręki telewizyjnego pilota [MASK] ten program jako pierwszy .	włącza
- Rzeka jest blisko - [MASK] go Smuga .	pocieszył
Przy czym Polacy nie [MASK] hermetycznie zamkniętych dzielnic zamieszkałych w większości przez samych siebie , a asymilują się szybko w niemieckiej rzeczywistości .	tworzą
Ci jednak z łatwością [MASK] je " górą " i nadal dokuczali nocnymi hałasami mieszkańcom okolicznych bloków .	forsowali
- Stara , jakby ś chodziła do kościoła , to by ś coś wiedziała , a teraz nie udawaj przed księżulem , że coś czytała ś - [MASK] żonę mąż .	karci
Pod koniec wojny , po utracie tych źródeł , Japończycy metodami chałupniczymi [MASK] benzynę lotniczą z korzeni sosny , co obrazuje w jak dramatycznej sytuacji stawiało ich pozbawienie materiałów pędnych .	destylowali
Tyle że w przedłużającej się ciemności więcej niż zwykle [MASK] ze stołu butelek wódki i damskich torebek .	ukradziono
Długa lista proponowanych cięć w subwencjach i przywilejach [MASK] dzisiejszą rozległość i komfort osłony socjalnej we Francji .	uprzytamnia
Oprócz przypomnienia , że spokój i dobrobyt Europy Zachodniej zbudowane zostały na krzywdzie i cierpieniach obywateli drugiej kategorii , teoretycznie braci , a w istocie ludzi odrzuconych - dzieło Hanekego bezlitośnie [MASK] również wiarę , że można tę sytuację jakoś naprawić .	podważa
No jeśli jest tak , jak Pan mówi , no to może Pan nas skrytykować w swym tekście - nie [MASK] problemu kierownik placówki rzucającej oskarżeniami .	widzi
W licznych wywiadach społeczeństwo [MASK] prezesa : " Jak długo będzie pan zwlekał ? " , " Ile jeszcze będzie się pan cackał ? "	pytało
Delikatny wietrzyk łagodnie [MASK] skronie kapitana , a on centymetr za centymetrem , ślimaczo przesuwał się w kierunku celu , starając się zapomnieć o dręczącym go od dzieciństwa lęku wysokości .	muskał
Doradzając komuś kreację [MASK] uwagę na kolor jego oczu , karnację , włosy .	zwracam
Działacze Startu mocno [MASK] zespół przed tegorocznymi startami , bo zakontraktowali aż dziewięciu nowych zawodników .	przebudowali
Ich rodzaj , stopień przyswojenia , zakres znaczeniowy [MASK] tekst pod względem stylowym .	charakteryzują
Ja np . raz na ok 10 dni [MASK] rosołek i robię z niego ok . 10 obiadków ( 3 x rosołek z kluseczkami , 3 x pomidorowa z mięsem , 3 x sos koperkowy z miesem , do którego potem babcia dogotowuje ziemniaki ) .	gotuję
W szamotulskiej krytej pływalni pod jego okiem [MASK] swe umiejętności 13-letni Patryk Skrzypek z Dusznik ( ma amputowaną nogę w stawie biodrowym ) , jego rówieśniczka Paulina Wróblewska z Szamotuł z porażeniem mózgowym i o rok starsza od niej Bożena Białasik z Szamotuł , także z porażeniem .	doskonali
Dr David Warner , neurofizjolog Akademii Medycznej Loma Linda w Kalifornii , wspólnie ze specjalistami z Uniwersytetu Stanforda [MASK] urządzenie reagujące na ruchy mięśni twarzy .	opracował
Szczepan sam na ogół [MASK] podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	froterował
O co mi chodziło , to o [MASK] owych filmów i wielkie oczekiwania wobec nich w kategoriach rozrywkowych napompowane do granic przyzwoitości przez media .	rozreklamowanie
Nowe przepisy – miejmy nadzieję [MASK] wzajemne relacje między ubezpieczonymi i ubezpieczycielami .	ucywilizują
Jeszcze 100 lat temu astronomowie [MASK] z nim nadzieje na istnienie inteligentnych istot poza Ziemią .	wiązali
Tam ekipa mechaników z kraju [MASK] samochód na uszkodzony .	charakteryzowała
Potem wspólnym tańcem [MASK] wiosnę wychwalając jej uroki wierszem : " Idzie wiosna , idzie .	przywitano
W I połowie VIII wieku benedyktyński mnich , Anglosas Winfryd-Bonifacy [MASK] Germanów .	chrystianizował
W celu utrzymania stałej objętości [MASK] zlewkę urządzeniem chłodzącym , takim jak okrągłodenna kolba o pojemności 500 ml , w której krąży zimna woda .	przykryć
W przypadku Wspólnoty prawo stosowane [MASK] Traktat Euratom i prawo wtórne poniżej .	włącza
W postępowaniu przed tym sądem nie [MASK] tego , iż pozostałe przesłanki wydania pozwolenia zostały spełnione .	zakwestionowano
W ramach działalności ACFA Komisja [MASK] 49 spotkań grup roboczych oraz 12 posiedzeń plenarnych .	zorganizowała
Dlatego też z ogromnym zadowoleniem [MASK] szczyt Euromedu , zgodnie z konferencjami ministerialnymi w Rabacie i Tripoli .	przyjmujemy
San Clemente Road i Hermosa . . . tu [MASK] ogrodzenie .	przetniemy
Oczywiście , będziesz [MASK] żądania większości . . .	respektował
Komisja Spraw Zagranicznych , Komisja Prawna , Służba Prawna Parlamentu , Trybunał Sprawiedliwości Wspólnot Europejskich , Rada i Komisja - wszyscy [MASK] art . 179 inaczej .	interpretują
Czy jakikolwiek inny członek rodziny posiadacza , wykonujący pracę na roli w gospodarstwie , [MASK] inną działalność dochodową ?	posiada
W rozporządzeniu nr 2299/89 [MASK] się następujące zmiany :	wprowadza
W dniu 7 września 2006 r . [MASK] ona jeszcze dwie skargi , z tych samych względów , przeciwko dwóm decyzjom podatkowym wydanym w dniach 8 i 17 sierpnia 2006 r .	wniosła
Chris , jeśli mi powiesz , [MASK] cię z tego .	wyciągnę
W odniesieniu do tego wyboru kraju analogicznego nie [MASK] żadnych sprzeciwów .	zgłoszono
W przeciwnym razie , [MASK] przeglądu dokumentów przynajmniej co pięć lat , w celu uzyskania pewności , że pierwotnie przyznana klasyfikacja jest nadal konieczna .	dokonują
" Dopóki nie [MASK] em Mickybo " .	spotkał
Sądząc po tonie , zaraz znowu [MASK] kazanie .	zacznie
Ostateczna ocena Protokołu finansowego [MASK] również dostosowanie do nowego Protokołu finansowego , zarówno w zakresie przydziału środków jak i przygotowania kolejnego programu .	obejmuje
W określonych terminach Umawiające się Strony będą [MASK] Komisję o warunkach i środkach niezbędnych do osiągnięcia celów , a także o odpowiednich działaniach i ich efektach .	informować
W takich warunkach konkurenci często [MASK] współpracę z innymi przedsiębiorstwami , często organizowaną przez sieci takie jak klastry [ 26 ] .	podejmują
Właśnie dlatego tak wyraźnie [MASK] tę kwestię w strategii UE 2020 i dlatego podchodzimy do tej kwestii różnorodności bardzo uważnie , za pomocą takich instrumentów , jak polityka spójności społecznej i gospodarczej .	podkreślamy
Narodowe Centrum Badań i Rozwoju będzie [MASK] politykę państwa w dziedzinie finansowania badań mających strategiczne znaczenie dla rozwoju kraju .	realizować
Jeśli Forum wyraża jednomyślną zgodę co do żądanej opinii lub sprawozdania , [MASK] ono wspólne wnioski , które są dołączane do protokołów z posiedzeń .	sporządza
W celu przeanalizowania ewentualnego związku pomiędzy SUD a preparatem Hexavac [MASK] dokładny przegląd wyników badań na zwierzętach i modelach zwierzęcych .	przeprowadzono
Yeosol i HA-Il będą [MASK] zachód . .	chronić
Cozaar 12,5 mg , 25 mg , 50 mg i 100 mg [MASK] potas w następujących ilościach : odpowiednio 1,06 mg ( 0,027 mEq ) , 2,12 mg ( 0,054 mEq ) , 4,24 mg ( 0,108 mEq ) i 8,48 mg ( 0,216 mEq ) .	zawiera
lecz oni nigdy nie [MASK] z oczu swojego prawdziwego celu .	stracili
W jego zakładach w Pakistanie [MASK] jedynie maszyny służące do montażu .	znaleziono
- Nie , nie - naprawdę , [MASK] teraz cyfrówek .	używam
Bracie Sau , [MASK] go dla mnie .	naucz
Maszyny i elementy bezpieczeństwa objęte niniejszą dyrektywą [MASK] zasadnicze wymogi w zakresie ochrony zdrowia i bezpieczeństwa wymienione w załączniku I .	spełniają
Rada Europejska zebrana w Edynburgu w grudniu 1992 roku [MASK] znaczenie , jakie dla Wspólnoty ma uczynienie prawa wspólnotowego bardziej dostępnym i zrozumiałym .	podkreśliła
Przy tej okazji , za pośrednictwem swojego ambasadora , słoweńskie Ministerstwo Spraw Zagranicznych [MASK] rząd austriacki , a raczej zwróciło jego uwagę na fakt , że postanowienia austriackiego traktatu państwowego dotyczące mniejszości słoweńskiej w Austrii nadal nie zostały wprowadzone w życie .	poinformowało
Jeżeli kolumna używana jest po raz pierwszy , [MASK] się jej kondycjonowanie .	zaleca
Europejski system zarządzania ruchem kolejowym ( ERTMS ) nie [MASK] tak naprawdę przedsiębiorstwom możliwości inwestowania w bezpieczeństwo w sposób skoordynowany i interoperacyjny .	daje
Zgodnie z rozporządzeniem w sprawie roamingu , podczas podróży zagranicznych użytkownicy telefonów komórkowych [MASK] wiadomość tekstową informującą ich o numerze alarmowym 112 .	otrzymują
Cóż , to mi [MASK] mały dystans .	da
Aby uniknąć narażenia w przypadku pęknięcia fiolki lub przypadkowego rozlania jej zawartości , [MASK] się stosowanie rękawic lateksowych oraz okularów ochronnych .	zaleca
A Piotr tylko [MASK] głowę .	zwiesił
- A teraz [MASK] lud !	odwodzi
Ale i tutaj lekarze [MASK] bezradnie ręce .	rozkładają
" Bez przestanku [MASK] twoje rzeczy ostateczne , a nie zginiesz na wieki ! " .	rozważaj
Chcąc im skrócić oczekiwanie na występ , [MASK] prywatne przesłuchanie dla Angeliki .	organizuję
Choć z jaja wykluje się dopiero za kilka dni , już teraz [MASK] niezwykłą ciekawość .	budzi
czy ja właściwie [MASK] em pana ?	streścił
Czy pomysł Ziobry [MASK] bardziej długotrwałe skutki ?	spowoduje
Dlatego tak szybko [MASK] pewną pamiętną wojnę . . .	wygrali
Do Lądka Zdroju [MASK] specjalną komisję .	wysłano
Dopiero w dłuższej perspektywie indeksy [MASK] zaległości .	nadrabiają
- Dzisiaj PŻB [MASK] 4 promy .	eksploatuje
Henkel na preferencyjnych warunkach KGaA [MASK] swoim pracownikom akcje spółki .	zaoferuje
II Wydział Polityczny [MASK] jej teczkę .	założył
Jako osoba wrażliwa , [MASK] prawdopodobnie we mnie napięcie i tym dotykiem chciała mnie uspokoić , ale wywołała bolesny dreszcz .	wyczuła
Jego język dokładnie [MASK] wszystkie najbardziej sekretne zakamarki .	zna
Jegomość z robaczkiem [MASK] antenki .	wyciągnął
Jeżeli do tych walorów [MASK] rutynę , będą groźni dla najlepszych .	dołożą
Już po samorządowych wyborach węgierskie radio [MASK] wystąpienie jednego z liderów WPS .	ujawniło
Kontrolując wyniki rywali , nie podejmując zbytniego ryzyka , [MASK] śmy jeszcze cztery mecze .	wygrali
Koło dworca kolejowego [MASK] go dwóch Cyganów .	zaczepiło
Księga Jonasza nie [MASK] żadnych proroctw , wyroczni i nauk proroka .	zawiera
Ktoś z jego rodziny [MASK] go prosto na cmentarz .	prowadzi
Lecz oto spokojne dotychczas konie [MASK] niebezpieczeństwo .	zwietrzyły
Lekko rozchylonymi wargami [MASK] jej wpółprzymknięte powieki .	całował
Mała z całą powagą [MASK] swój repertuar konkursowy .	prezentuje
Mimo gęstniejącego mroku , starowina [MASK] przeciwsłoneczne okulary .	nosił
- Mój Boże , [MASK] mnie każdym słowem .	pokonywał
